Interference and Diffraction Data File Mon, Mar 11, 2024 6:13 PM
Sensor Position (Meters)	Light Intensity (Volts)
-0.02483	-0.00099
-0.02489	-0.00244
-0.02489	-0.00002
-0.02494	0.00336
-0.02494	-0.00099
-0.02500	-0.00019
-0.02500	0.00062
-0.02500	0.00142
-0.02506	0.00400
-0.02506	-0.00292
-0.02506	-0.00260
-0.02511	0.00142
-0.02511	-0.00470
-0.02517	-0.00051
-0.02517	0.00094
-0.02517	-0.00067
-0.02522	-0.00228
-0.02522	-0.00389
-0.02528	-0.00534
-0.02528	-0.00759
-0.02528	-0.00566
-0.02533	-0.00212
-0.02533	-0.01033
-0.02539	-0.00566
-0.02539	-0.00856
-0.02539	-0.00566
-0.02544	-0.00308
-0.02544	-0.00743
-0.02544	-0.00598
-0.02550	-0.00792
-0.02550	-0.00598
-0.02556	-0.00695
-0.02556	-0.00856
-0.02556	-0.00679
-0.02561	-0.00937
-0.02561	-0.00695
-0.02561	-0.01065
-0.02567	-0.00727
-0.02567	-0.00180
-0.02567	-0.00872
-0.02572	-0.00582
-0.02572	-0.00775
-0.02578	-0.00486
-0.02578	-0.00614
-0.02578	-0.00711
-0.02583	-0.00743
-0.02583	-0.00727
-0.02589	-0.00727
-0.02589	-0.00534
-0.02589	-0.00453
-0.02594	-0.00888
-0.02594	-0.00325
-0.02600	-0.00647
-0.02600	-0.00566
-0.02600	-0.00325
-0.02606	-0.00582
-0.02606	-0.00389
-0.02606	-0.00808
-0.02611	-0.01081
-0.02611	-0.01081
-0.02617	-0.00937
-0.02617	-0.00373
-0.02617	-0.00695
-0.02622	-0.01178
-0.02622	-0.00775
-0.02622	-0.00614
-0.02628	-0.00840
-0.02628	-0.00486
-0.02633	-0.00824
-0.02633	-0.00421
-0.02633	-0.00341
-0.02639	-0.00518
-0.02639	-0.00582
-0.02639	-0.00840
-0.02644	-0.00904
-0.02644	-0.00502
-0.02644	-0.00405
-0.02650	-0.00663
-0.02650	-0.00518
-0.02650	-0.00808
-0.02656	-0.01049
-0.02656	-0.00566
-0.02661	-0.01049
-0.02661	-0.01210
-0.02661	-0.00808
-0.02667	-0.00614
-0.02667	-0.00405
-0.02672	-0.00486
-0.02672	-0.00937
-0.02672	-0.00582
-0.02678	-0.01001
-0.02678	-0.01114
-0.02683	-0.01081
-0.02683	-0.00888
-0.02683	-0.00711
-0.02689	-0.00888
-0.02689	-0.00969
-0.02694	-0.00792
-0.02694	-0.01049
-0.02694	-0.00598
-0.02700	-0.01114
-0.02700	-0.00502
-0.02700	-0.00904
-0.02706	-0.00598
-0.02706	-0.00872
-0.02711	-0.00695
-0.02711	-0.00904
-0.02711	-0.00598
-0.02717	-0.00856
-0.02717	-0.00228
-0.02717	-0.00308
-0.02722	-0.00711
-0.02722	-0.00824
-0.02722	-0.00743
-0.02728	-0.00325
-0.02728	-0.00631
-0.02728	-0.00727
-0.02733	-0.00663
-0.02733	-0.00550
-0.02739	-0.00840
-0.02739	-0.00470
-0.02739	-0.00872
-0.02744	-0.00937
-0.02744	-0.00405
-0.02750	-0.00856
-0.02750	-0.00969
-0.02750	-0.00711
-0.02756	-0.00727
-0.02756	-0.00486
-0.02761	-0.00695
-0.02761	-0.00711
-0.02761	-0.01259
-0.02767	-0.00953
-0.02767	-0.01275
-0.02772	-0.00598
-0.02772	-0.00679
-0.02772	-0.00437
-0.02778	-0.00470
-0.02778	-0.00727
-0.02778	-0.00695
-0.02783	-0.00260
-0.02783	-0.00824
-0.02789	-0.00470
-0.02789	-0.00598
-0.02789	-0.00502
-0.02794	-0.00421
-0.02794	-0.00373
-0.02794	-0.00196
-0.02800	-0.00083
-0.02800	-0.00582
-0.02800	-0.00405
-0.02806	-0.00276
-0.02806	-0.00582
-0.02806	-0.00598
-0.02811	-0.00341
-0.02811	-0.00582
-0.02817	-0.00421
-0.02817	-0.00582
-0.02822	-0.00308
-0.02822	-0.00115
-0.02822	-0.00051
-0.02828	-0.00534
-0.02828	-0.00405
-0.02833	-0.00534
-0.02833	-0.00470
-0.02833	-0.00180
-0.02839	-0.00308
-0.02839	-0.00276
-0.02844	-0.00292
-0.02844	-0.00518
-0.02844	-0.00566
-0.02850	-0.00647
-0.02850	-0.00631
-0.02856	-0.00164
-0.02856	-0.00147
-0.02856	-0.00534
-0.02861	-0.00244
-0.02861	-0.00196
-0.02861	-0.00341
-0.02867	0.00159
-0.02867	-0.01130
-0.02872	-0.00792
-0.02872	-0.00824
-0.02872	-0.00486
-0.02878	-0.00663
-0.02878	-0.00308
-0.02878	-0.00727
-0.02883	-0.00631
-0.02883	-0.00453
-0.02883	-0.00582
-0.02889	-0.00856
-0.02889	-0.00920
-0.02894	-0.00598
-0.02894	-0.00325
-0.02894	-0.00453
-0.02900	-0.00067
-0.02900	-0.00373
-0.02906	-0.00373
-0.02906	-0.00099
-0.02906	-0.00051
-0.02911	-0.00325
-0.02911	0.00046
-0.02917	0.00078
-0.02917	0.00030
-0.02922	0.00320
-0.02922	0.00126
-0.02922	0.00255
-0.02928	0.00465
-0.02928	0.00754
-0.02928	-0.00051
-0.02933	0.00384
-0.02933	0.00883
-0.02939	0.00754
-0.02939	0.00722
-0.02939	0.00819
-0.02944	0.00593
-0.02944	0.00465
-0.02950	0.00481
-0.02950	0.00819
-0.02950	-0.00067
-0.02956	0.00448
-0.02956	0.00287
-0.02961	-0.00244
-0.02961	0.00046
-0.02961	0.00287
-0.02967	0.00239
-0.02967	-0.00292
-0.02967	-0.00180
-0.02972	-0.00260
-0.02972	-0.00002
-0.02978	0.00400
-0.02978	-0.00244
-0.02978	-0.00292
-0.02983	-0.00292
-0.02983	-0.00598
-0.02989	-0.00518
-0.02989	-0.00711
-0.02989	-0.00550
-0.02994	-0.00904
-0.02994	-0.00550
-0.03000	-0.00743
-0.03000	-0.00904
-0.03000	-0.00888
-0.03006	-0.00598
-0.03006	-0.00856
-0.03011	-0.00759
-0.03011	-0.00115
-0.03011	-0.00131
-0.03017	-0.00067
-0.03017	0.00094
-0.03017	-0.00325
-0.03022	0.00142
-0.03022	-0.00051
-0.03028	0.00159
-0.03028	0.00722
-0.03028	0.00513
-0.03033	0.00787
-0.03033	0.00545
-0.03039	0.00658
-0.03039	0.00754
-0.03039	0.00642
-0.03044	0.00513
-0.03044	0.00400
-0.03044	0.00883
-0.03050	0.00432
-0.03050	0.00803
-0.03056	0.00899
-0.03056	0.00883
-0.03056	0.00980
-0.03061	0.00819
-0.03061	0.00915
-0.03067	0.01044
-0.03067	0.00497
-0.03067	0.00448
-0.03072	0.00030
-0.03072	0.00046
-0.03078	0.00030
-0.03078	0.00207
-0.03078	0.00014
-0.03083	-0.00002
-0.03083	-0.00470
-0.03089	-0.00099
-0.03089	-0.00308
-0.03089	-0.00389
-0.03094	-0.00518
-0.03094	-0.01049
-0.03100	-0.00888
-0.03100	-0.00663
-0.03100	-0.00502
-0.03106	-0.00582
-0.03106	-0.00453
-0.03111	-0.00566
-0.03111	-0.00647
-0.03111	-0.00759
-0.03117	-0.00808
-0.03117	-0.01114
-0.03122	-0.00792
-0.03122	-0.00518
-0.03122	-0.00131
-0.03128	-0.00115
-0.03128	-0.00276
-0.03128	-0.00357
-0.03133	-0.00115
-0.03133	-0.00196
-0.03139	-0.00083
-0.03139	-0.00099
-0.03139	-0.00067
-0.03144	0.00239
-0.03144	0.00191
-0.03150	0.00336
-0.03150	0.00320
-0.03156	-0.00099
-0.03156	-0.00083
-0.03156	-0.00035
-0.03161	0.00126
-0.03161	-0.00276
-0.03167	-0.00131
-0.03167	-0.00308
-0.03167	-0.00196
-0.03172	-0.00518
-0.03172	-0.00550
-0.03178	0.00271
-0.03178	-0.00308
-0.03183	-0.00244
-0.03183	-0.00437
-0.03183	-0.00244
-0.03189	-0.00502
-0.03189	-0.00470
-0.03194	-0.00164
-0.03194	-0.00647
-0.03194	-0.00373
-0.03200	-0.00969
-0.03200	-0.00792
-0.03206	-0.00792
-0.03206	-0.01162
-0.03206	-0.00937
-0.03211	-0.00937
-0.03211	-0.00759
-0.03211	-0.00598
-0.03217	-0.00953
-0.03217	-0.01098
-0.03217	-0.01017
-0.03222	-0.01065
-0.03222	-0.01114
-0.03228	-0.00888
-0.03228	-0.01194
-0.03228	-0.01307
-0.03233	-0.00775
-0.03233	-0.00743
-0.03239	-0.00695
-0.03239	-0.00679
-0.03239	-0.00759
-0.03244	-0.00647
-0.03244	-0.00872
-0.03250	-0.00872
-0.03250	-0.00631
-0.03256	-0.00695
-0.03256	-0.00614
-0.03256	-0.01033
-0.03261	-0.00421
-0.03261	-0.00614
-0.03267	-0.01017
-0.03267	-0.00550
-0.03267	-0.00743
-0.03272	-0.00727
-0.03272	-0.00743
-0.03278	-0.00824
-0.03278	-0.00920
-0.03278	-0.01130
-0.03283	-0.00824
-0.03283	-0.00872
-0.03283	-0.00953
-0.03289	-0.01146
-0.03289	-0.00759
-0.03294	-0.01210
-0.03294	-0.01371
-0.03294	-0.01049
-0.03300	-0.01065
-0.03300	-0.01178
-0.03306	-0.01001
-0.03306	-0.01033
-0.03306	-0.00856
-0.03311	-0.01226
-0.03311	-0.01275
-0.03311	-0.01275
-0.03317	-0.01065
-0.03317	-0.01130
-0.03322	-0.00969
-0.03322	-0.00759
-0.03322	-0.01339
-0.03328	-0.00824
-0.03328	-0.00872
-0.03333	-0.00888
-0.03333	-0.00920
-0.03333	-0.01355
-0.03339	-0.01114
-0.03339	-0.00985
-0.03344	-0.00920
-0.03344	-0.00808
-0.03344	-0.00856
-0.03350	-0.01194
-0.03350	-0.00614
-0.03356	-0.01259
-0.03356	-0.00937
-0.03356	-0.01098
-0.03361	-0.00888
-0.03361	-0.00872
-0.03367	-0.00840
-0.03367	-0.00486
-0.03367	-0.00486
-0.03372	-0.00904
-0.03372	-0.00969
-0.03378	-0.01049
-0.03378	-0.00679
-0.03378	-0.01033
-0.03383	-0.00389
-0.03383	-0.00969
-0.03383	-0.01243
-0.03389	-0.00969
-0.03389	-0.01001
-0.03389	-0.00824
-0.03394	-0.00711
-0.03394	-0.01243
-0.03394	-0.00775
-0.03400	-0.00711
-0.03400	-0.01275
-0.03406	-0.00904
-0.03406	-0.00679
-0.03411	-0.00743
-0.03411	-0.01098
-0.03411	-0.00904
-0.03417	-0.00953
-0.03417	-0.00953
-0.03422	-0.01049
-0.03422	-0.00743
-0.03422	-0.01065
-0.03428	-0.01130
-0.03428	-0.00937
-0.03433	-0.00904
-0.03433	-0.01017
-0.03433	-0.00824
-0.03439	-0.01033
-0.03439	-0.01307
-0.03439	-0.00937
-0.03444	-0.01194
-0.03444	-0.00953
-0.03450	-0.01033
-0.03450	-0.00824
-0.03450	-0.00550
-0.03456	-0.00775
-0.03456	-0.00792
-0.03461	-0.00614
-0.03461	-0.00679
-0.03461	-0.00695
-0.03467	-0.01081
-0.03467	-0.00389
-0.03467	-0.00228
-0.03472	-0.00373
-0.03472	-0.00115
-0.03472	0.00078
-0.03478	0.00142
-0.03478	-0.00212
-0.03483	0.00110
-0.03483	-0.00002
-0.03483	-0.00035
-0.03489	0.00030
-0.03489	0.00465
-0.03494	0.00352
-0.03494	0.00400
-0.03494	0.00336
-0.03500	0.00545
-0.03500	0.00626
-0.03506	0.00416
-0.03506	0.00432
-0.03506	0.00191
-0.03511	0.00416
-0.03511	0.00191
-0.03517	0.00191
-0.03517	-0.00164
-0.03517	0.00287
-0.03522	-0.00147
-0.03522	0.00062
-0.03528	0.00046
-0.03528	-0.00550
-0.03528	-0.00405
-0.03533	-0.00631
-0.03533	-0.00582
-0.03539	-0.00888
-0.03539	-0.00743
-0.03539	-0.00904
-0.03544	-0.00663
-0.03544	-0.00663
-0.03544	-0.00953
-0.03550	-0.00775
-0.03550	-0.00840
-0.03550	-0.01130
-0.03556	-0.01033
-0.03556	-0.00711
-0.03556	-0.00792
-0.03561	-0.00872
-0.03561	-0.00695
-0.03561	-0.00502
-0.03567	-0.00357
-0.03567	-0.00679
-0.03572	-0.00180
-0.03572	-0.00260
-0.03578	-0.00212
-0.03578	0.00142
-0.03578	0.00448
-0.03583	0.00320
-0.03583	0.00787
-0.03589	0.00706
-0.03589	0.00964
-0.03589	0.00803
-0.03594	0.00980
-0.03594	0.00803
-0.03594	0.01077
-0.03600	0.01044
-0.03600	0.01093
-0.03606	0.01221
-0.03606	0.01527
-0.03606	0.01801
-0.03611	0.01672
-0.03611	0.01898
-0.03617	0.01592
-0.03617	0.01544
-0.03617	0.01383
-0.03622	0.01028
-0.03622	0.01270
-0.03622	0.01254
-0.03628	0.01205
-0.03628	0.00336
-0.03633	0.00690
-0.03633	0.00819
-0.03633	0.00529
-0.03639	0.00690
-0.03639	0.00561
-0.03639	0.00593
-0.03644	0.00593
-0.03644	0.00094
-0.03644	0.00046
-0.03650	-0.00212
-0.03650	-0.00292
-0.03650	-0.00341
-0.03656	-0.00341
-0.03656	-0.00276
-0.03661	-0.00808
-0.03661	-0.00598
-0.03667	-0.00566
-0.03667	-0.00663
-0.03667	-0.00711
-0.03672	-0.00582
-0.03672	-0.00824
-0.03678	-0.00373
-0.03678	-0.00631
-0.03678	-0.00325
-0.03683	-0.00019
-0.03683	-0.00373
-0.03689	0.00062
-0.03689	0.00304
-0.03689	0.00304
-0.03694	0.00368
-0.03694	0.00416
-0.03700	0.00948
-0.03700	0.00851
-0.03700	0.01189
-0.03706	0.01093
-0.03706	0.01302
-0.03706	0.01334
-0.03711	0.01705
-0.03711	0.01302
-0.03717	0.01109
-0.03717	0.01415
-0.03717	0.01978
-0.03722	0.01850
-0.03722	0.01882
-0.03722	0.01721
-0.03728	0.01576
-0.03728	0.01286
-0.03728	0.01866
-0.03733	0.01672
-0.03733	0.01318
-0.03739	0.01238
-0.03739	0.01302
-0.03739	0.01415
-0.03744	0.00964
-0.03744	0.00545
-0.03750	0.00400
-0.03750	0.00336
-0.03750	0.00368
-0.03756	0.00271
-0.03756	0.00223
-0.03761	0.00078
-0.03761	-0.00051
-0.03761	0.00046
-0.03767	-0.00421
-0.03767	-0.00325
-0.03772	-0.00357
-0.03772	-0.00888
-0.03772	-0.00341
-0.03778	-0.00775
-0.03778	-0.00405
-0.03778	-0.00405
-0.03783	-0.00631
-0.03783	-0.00631
-0.03789	-0.00775
-0.03789	-0.00792
-0.03789	-0.00631
-0.03794	-0.00534
-0.03794	-0.00920
-0.03794	-0.00598
-0.03800	-0.00292
-0.03800	-0.00035
-0.03806	-0.00035
-0.03806	0.00191
-0.03806	0.00014
-0.03806	-0.00228
-0.03811	-0.00164
-0.03811	0.00287
-0.03817	0.00191
-0.03817	0.00304
-0.03822	0.00126
-0.03822	0.00062
-0.03822	0.00561
-0.03828	0.00626
-0.03828	0.00658
-0.03833	0.00352
-0.03833	0.00191
-0.03833	0.00384
-0.03839	0.00497
-0.03839	0.00142
-0.03844	0.00175
-0.03844	0.00191
-0.03844	0.00062
-0.03850	-0.00051
-0.03850	0.00287
-0.03856	-0.00035
-0.03856	-0.00373
-0.03856	-0.00292
-0.03861	-0.00373
-0.03861	-0.00518
-0.03867	-0.00147
-0.03867	-0.00292
-0.03867	-0.00840
-0.03872	-0.00711
-0.03872	-0.00856
-0.03878	-0.00792
-0.03878	-0.01146
-0.03878	-0.01098
-0.03883	-0.00937
-0.03883	-0.01130
-0.03883	-0.00872
-0.03889	-0.00953
-0.03889	-0.00792
-0.03889	-0.01387
-0.03894	-0.00920
-0.03894	-0.00953
-0.03900	-0.00679
-0.03900	-0.00792
-0.03900	-0.00824
-0.03906	-0.01194
-0.03906	-0.01081
-0.03911	-0.00888
-0.03911	-0.00775
-0.03917	-0.01033
-0.03917	-0.00937
-0.03917	-0.00711
-0.03922	-0.01017
-0.03922	-0.01001
-0.03928	-0.01130
-0.03928	-0.00534
-0.03928	-0.00824
-0.03933	-0.00743
-0.03933	-0.01114
-0.03939	-0.00743
-0.03939	-0.01065
-0.03939	-0.00872
-0.03944	-0.00985
-0.03944	-0.00711
-0.03944	-0.00872
-0.03950	-0.00904
-0.03950	-0.01323
-0.03956	-0.00679
-0.03956	-0.00808
-0.03956	-0.00743
-0.03961	-0.00727
-0.03961	-0.00792
-0.03961	-0.01291
-0.03967	-0.01081
-0.03967	-0.00953
-0.03972	-0.01371
-0.03972	-0.00953
-0.03972	-0.00695
-0.03978	-0.00840
-0.03978	-0.01065
-0.03978	-0.01339
-0.03983	-0.01081
-0.03983	-0.01049
-0.03989	-0.00792
-0.03989	-0.00808
-0.03994	-0.01017
-0.03994	-0.01017
-0.03994	-0.00598
-0.04000	-0.01081
-0.04000	-0.00792
-0.04006	-0.00792
-0.04006	-0.01339
-0.04006	-0.01098
-0.04011	-0.01017
-0.04011	-0.00937
-0.04017	-0.00888
-0.04017	-0.00775
-0.04017	-0.01033
-0.04022	-0.00953
-0.04022	-0.00920
-0.04028	-0.00808
-0.04028	-0.00872
-0.04028	-0.00566
-0.04033	-0.00695
-0.04033	-0.00598
-0.04039	-0.00695
-0.04039	-0.00840
-0.04039	-0.00421
-0.04044	-0.00389
-0.04044	-0.00937
-0.04050	-0.00357
-0.04050	-0.00695
-0.04050	-0.00824
-0.04056	-0.00631
-0.04056	-0.00647
-0.04056	-0.00582
-0.04061	-0.00518
-0.04061	-0.00292
-0.04067	-0.00534
-0.04067	-0.00486
-0.04067	-0.00019
-0.04072	-0.00373
-0.04072	-0.00663
-0.04078	-0.01001
-0.04078	-0.00759
-0.04083	-0.00759
-0.04083	-0.00550
-0.04083	-0.00695
-0.04089	-0.00518
-0.04089	-0.00147
-0.04094	-0.00711
-0.04094	-0.00631
-0.04094	-0.00695
-0.04100	-0.01065
-0.04100	-0.01033
-0.04106	-0.00904
-0.04106	-0.00614
-0.04106	-0.00453
-0.04111	-0.00212
-0.04111	-0.00325
-0.04117	-0.00663
-0.04117	-0.00502
-0.04117	-0.00631
-0.04122	-0.00260
-0.04122	-0.00083
-0.04128	-0.00002
-0.04128	-0.00292
-0.04128	0.00094
-0.04133	0.00078
-0.04133	0.00271
-0.04133	0.00175
-0.04139	0.00497
-0.04139	0.01399
-0.04144	0.01189
-0.04144	0.00771
-0.04150	0.01286
-0.04150	0.01254
-0.04150	0.01366
-0.04156	0.01721
-0.04156	0.01833
-0.04161	0.02123
-0.04161	0.02059
-0.04167	0.02011
-0.04167	0.02107
-0.04167	0.01962
-0.04172	0.01656
-0.04172	0.02043
-0.04178	0.01560
-0.04178	0.01914
-0.04178	0.01737
-0.04183	0.01737
-0.04183	0.01527
-0.04189	0.01656
-0.04189	0.01415
-0.04189	0.01479
-0.04194	0.01060
-0.04194	0.01254
-0.04200	0.00803
-0.04200	0.00610
-0.04200	0.00448
-0.04206	0.00545
-0.04206	0.00239
-0.04211	-0.00115
-0.04211	0.00400
-0.04211	0.00191
-0.04217	-0.00002
-0.04217	0.00223
-0.04217	0.00175
-0.04222	0.00159
-0.04222	-0.00083
-0.04228	-0.00357
-0.04228	-0.00228
-0.04228	-0.00196
-0.04233	0.00223
-0.04233	0.00336
-0.04239	0.00674
-0.04239	0.01399
-0.04244	0.01447
-0.04244	0.01399
-0.04244	0.01995
-0.04250	0.02365
-0.04250	0.02188
-0.04256	0.02429
-0.04256	0.03009
-0.04256	0.03202
-0.04261	0.03460
-0.04261	0.03331
-0.04267	0.03879
-0.04267	0.03991
-0.04272	0.04104
-0.04272	0.04475
-0.04272	0.04507
-0.04278	0.04475
-0.04278	0.04442
-0.04283	0.04072
-0.04283	0.04249
-0.04283	0.04024
-0.04289	0.04072
-0.04289	0.04136
-0.04294	0.03798
-0.04294	0.04072
-0.04294	0.03412
-0.04300	0.03460
-0.04300	0.03267
-0.04300	0.02945
-0.04306	0.03009
-0.04306	0.02494
-0.04311	0.02317
-0.04311	0.02027
-0.04311	0.02043
-0.04317	0.01882
-0.04317	0.01689
-0.04317	0.01157
-0.04322	0.01302
-0.04322	0.00835
-0.04328	0.00577
-0.04328	0.00384
-0.04333	0.00400
-0.04333	0.00304
-0.04333	0.00400
-0.04339	0.00626
-0.04339	0.00304
-0.04344	0.00062
-0.04344	0.00481
-0.04344	0.00996
-0.04350	0.00883
-0.04350	0.01221
-0.04356	0.01270
-0.04356	0.01495
-0.04356	0.01721
-0.04361	0.01978
-0.04361	0.02059
-0.04367	0.03235
-0.04367	0.03267
-0.04367	0.03573
-0.04372	0.03734
-0.04372	0.03943
-0.04378	0.04185
-0.04378	0.04169
-0.04378	0.04442
-0.04383	0.04555
-0.04383	0.04684
-0.04383	0.04684
-0.04389	0.04555
-0.04389	0.04845
-0.04394	0.04571
-0.04394	0.04169
-0.04394	0.04652
-0.04400	0.04491
-0.04400	0.04088
-0.04400	0.04104
-0.04406	0.03975
-0.04406	0.03750
-0.04411	0.03444
-0.04411	0.03331
-0.04411	0.02929
-0.04417	0.02768
-0.04417	0.01978
-0.04422	0.01833
-0.04422	0.01753
-0.04428	0.01109
-0.04428	0.01334
-0.04428	0.00883
-0.04433	0.00626
-0.04433	0.00771
-0.04439	0.00674
-0.04439	0.00400
-0.04444	0.00271
-0.04444	0.00142
-0.04444	0.00126
-0.04450	0.00126
-0.04450	0.00191
-0.04456	0.00352
-0.04456	0.00046
-0.04456	0.00416
-0.04461	0.00481
-0.04461	0.00207
-0.04461	0.00529
-0.04467	0.00545
-0.04467	0.00674
-0.04467	0.00980
-0.04472	0.00642
-0.04472	0.01109
-0.04472	0.01560
-0.04478	0.01431
-0.04478	0.01399
-0.04478	0.01656
-0.04483	0.01817
-0.04483	0.01737
-0.04489	0.02123
-0.04489	0.01850
-0.04494	0.02188
-0.04494	0.02284
-0.04494	0.02301
-0.04500	0.02478
-0.04500	0.02204
-0.04506	0.02156
-0.04506	0.02139
-0.04511	0.02075
-0.04511	0.01640
-0.04511	0.01705
-0.04517	0.01592
-0.04517	0.01077
-0.04522	0.01254
-0.04522	0.01205
-0.04522	0.00883
-0.04528	0.00722
-0.04528	0.00658
-0.04528	0.00336
-0.04533	0.00255
-0.04533	0.00207
-0.04539	0.00223
-0.04539	0.00046
-0.04539	-0.00035
-0.04544	0.00078
-0.04544	0.00610
-0.04550	0.00014
-0.04550	-0.00180
-0.04550	-0.00099
-0.04556	-0.00437
-0.04556	-0.00373
-0.04556	-0.00550
-0.04561	-0.00325
-0.04561	-0.00276
-0.04561	-0.00292
-0.04567	-0.00534
-0.04567	-0.00598
-0.04567	-0.00308
-0.04572	-0.00743
-0.04572	-0.00534
-0.04578	-0.00647
-0.04578	-0.00582
-0.04583	-0.00775
-0.04583	-0.00341
-0.04583	-0.00647
-0.04589	-0.00341
-0.04589	-0.00421
-0.04594	-0.00550
-0.04594	-0.00502
-0.04594	-0.00421
-0.04600	-0.00180
-0.04600	-0.00292
-0.04606	-0.00389
-0.04606	-0.00180
-0.04606	-0.00180
-0.04611	-0.00357
-0.04611	-0.00518
-0.04611	-0.00534
-0.04617	-0.00276
-0.04617	-0.00115
-0.04622	-0.00373
-0.04622	-0.00985
-0.04622	-0.00598
-0.04628	-0.00759
-0.04628	-0.00614
-0.04628	-0.00566
-0.04633	-0.00711
-0.04633	-0.00421
-0.04639	-0.01339
-0.04639	-0.00631
-0.04639	-0.00920
-0.04644	-0.00647
-0.04644	-0.00888
-0.04644	-0.00534
-0.04650	-0.00808
-0.04650	-0.00759
-0.04650	-0.00743
-0.04656	-0.00840
-0.04656	-0.01194
-0.04661	-0.00711
-0.04661	-0.00389
-0.04661	-0.00453
-0.04667	-0.00357
-0.04667	-0.00244
-0.04672	-0.00373
-0.04672	-0.00582
-0.04678	-0.00534
-0.04678	-0.00550
-0.04678	-0.00614
-0.04683	-0.00888
-0.04683	-0.00502
-0.04689	-0.00792
-0.04689	-0.00598
-0.04689	-0.00212
-0.04694	-0.00244
-0.04694	-0.00308
-0.04694	-0.00341
-0.04700	-0.00115
-0.04700	0.00287
-0.04706	0.00320
-0.04706	0.00110
-0.04706	0.00287
-0.04711	-0.00051
-0.04711	0.00271
-0.04717	0.00465
-0.04717	0.00642
-0.04717	0.00899
-0.04722	0.00674
-0.04722	0.01157
-0.04722	0.00948
-0.04728	0.01093
-0.04728	0.00996
-0.04728	0.00996
-0.04733	0.00964
-0.04733	0.01431
-0.04733	0.01302
-0.04739	0.01350
-0.04739	0.01495
-0.04744	0.01463
-0.04744	0.01044
-0.04744	0.01383
-0.04750	0.01077
-0.04750	0.01109
-0.04756	0.00932
-0.04756	0.00787
-0.04761	0.00722
-0.04761	0.00867
-0.04761	0.00690
-0.04767	0.00610
-0.04767	0.00626
-0.04767	0.00561
-0.04772	0.00545
-0.04772	0.00287
-0.04778	0.00497
-0.04778	0.00223
-0.04778	0.00448
-0.04783	0.00642
-0.04783	0.00271
-0.04789	0.00577
-0.04789	0.00690
-0.04789	0.01028
-0.04794	0.00948
-0.04794	0.01608
-0.04794	0.01447
-0.04800	0.01833
-0.04800	0.01978
-0.04806	0.02413
-0.04806	0.02558
-0.04806	0.02945
-0.04806	0.03476
-0.04811	0.03524
-0.04811	0.03991
-0.04817	0.04459
-0.04817	0.04813
-0.04822	0.05006
-0.04822	0.05538
-0.04822	0.06021
-0.04828	0.06472
-0.04828	0.07067
-0.04833	0.07373
-0.04833	0.07663
-0.04839	0.07567
-0.04839	0.07760
-0.04839	0.07808
-0.04844	0.07518
-0.04844	0.07373
-0.04850	0.07325
-0.04850	0.07277
-0.04850	0.06842
-0.04856	0.06987
-0.04856	0.06600
-0.04861	0.05908
-0.04861	0.05425
-0.04861	0.05119
-0.04867	0.04684
-0.04867	0.04297
-0.04872	0.04201
-0.04872	0.03702
-0.04872	0.03557
-0.04878	0.03202
-0.04878	0.02703
-0.04878	0.02526
-0.04883	0.02172
-0.04883	0.02204
-0.04883	0.01978
-0.04889	0.01608
-0.04889	0.01930
-0.04889	0.01737
-0.04894	0.02123
-0.04894	0.02172
-0.04900	0.02091
-0.04900	0.02220
-0.04906	0.02735
-0.04906	0.03444
-0.04906	0.03991
-0.04911	0.04571
-0.04911	0.05634
-0.04917	0.06407
-0.04917	0.06890
-0.04917	0.07438
-0.04922	0.08340
-0.04922	0.08936
-0.04928	0.09773
-0.04928	0.10643
-0.04928	0.11142
-0.04933	0.11979
-0.04933	0.12704
-0.04939	0.13381
-0.04939	0.13880
-0.04939	0.14025
-0.04944	0.14331
-0.04944	0.14540
-0.04950	0.14460
-0.04950	0.14379
-0.04950	0.14347
-0.04956	0.14540
-0.04956	0.14572
-0.04961	0.14137
-0.04961	0.13622
-0.04961	0.12994
-0.04967	0.12801
-0.04967	0.11979
-0.04967	0.11400
-0.04972	0.10804
-0.04972	0.10288
-0.04972	0.09773
-0.04978	0.09226
-0.04978	0.08308
-0.04983	0.07422
-0.04983	0.07100
-0.04983	0.06262
-0.04989	0.05151
-0.04989	0.04668
-0.04994	0.04281
-0.04994	0.03541
-0.05000	0.03412
-0.05000	0.03331
-0.05000	0.02655
-0.05006	0.02800
-0.05006	0.02800
-0.05011	0.02832
-0.05011	0.03186
-0.05011	0.03090
-0.05017	0.03363
-0.05017	0.03814
-0.05022	0.04394
-0.05022	0.04620
-0.05022	0.05731
-0.05028	0.06133
-0.05028	0.07357
-0.05033	0.08163
-0.05033	0.08823
-0.05033	0.09419
-0.05039	0.10063
-0.05039	0.11255
-0.05044	0.11770
-0.05044	0.12881
-0.05044	0.13590
-0.05050	0.14025
-0.05050	0.14621
-0.05050	0.14685
-0.05056	0.14669
-0.05056	0.14814
-0.05056	0.15265
-0.05061	0.15361
-0.05061	0.15200
-0.05067	0.15329
-0.05067	0.15136
-0.05072	0.14798
-0.05072	0.14234
-0.05072	0.13606
-0.05078	0.13091
-0.05078	0.12350
-0.05083	0.11287
-0.05083	0.10208
-0.05089	0.09821
-0.05089	0.08807
-0.05089	0.07921
-0.05094	0.06987
-0.05094	0.06375
-0.05100	0.05876
